記号,希少性スコア,5件以下カテゴリ数,文字数,文長頑健zスコア,希少性上位1%,|文長z|≥3.5,確認候補
28障311,14.637740994876445,0,241,5.766895993524889,False,True,True
24障281,14.637170529854405,0,181,3.7434237150951035,False,True,True
29障140,14.63296177797865,0,212,4.788884392283826,False,True,True
24障89,14.559806985931226,0,207,4.620261702414678,False,True,True
23障51,14.497771913959198,0,174,3.507351949278295,False,True,True
2021障260,14.442310257127346,0,266,6.610009442870633,False,True,True
2019障307,14.366980422885746,0,184,3.844597329016593,False,True,True
28障330,14.359514016059794,0,183,3.810872791042763,False,True,True
23障211,14.269772024483553,0,178,3.642250101173614,False,True,True
21障378,14.21863843336997,0,195,4.21556724672872,False,True,True
2023障245,14.189727892547687,0,195,4.21556724672872,False,True,True
28障108,14.141413497024862,0,234,5.530824227708081,False,True,True
25障337,14.123254507579349,0,177,3.6085255631997843,False,True,True
2023障48,14.106967388596182,0,195,4.21556724672872,False,True,True
2023障131,13.992434556738418,0,181,3.7434237150951035,False,True,True
17障386,13.923186432925705,0,320,8.43113449345744,False,True,True
28障48,13.903247912260545,0,180,3.7096991771212737,False,True,True
24障309,13.833376829207396,0,191,4.080669094833401,False,True,True
17障233,13.706969315045285,0,199,4.350465398624039,False,True,True
2022障162,13.706432099390193,0,183,3.810872791042763,False,True,True
27障355,13.631495764926212,0,184,3.844597329016593,False,True,True
28障305,13.445635971706787,0,311,8.127613651692972,False,True,True
27障387,13.375056190899356,0,210,4.721435316336167,False,True,True
2019障128,12.64159547037887,0,236,5.59827330365574,False,True,True
2021障232,12.486503491085111,0,196,4.2492917847025495,False,True,True
27障142,12.469890214539975,0,219,5.024956158100634,False,True,True
20障315,12.115907208627771,0,186,3.9120464049642525,False,True,True
2023障120,12.002104821023138,0,192,4.114393632807231,False,True,True
22障200,11.945659435410414,0,208,4.653986240388507,False,True,True
29障156,11.840734829017881,0,197,4.28301632267638,False,True,True
30障154,11.828250272355637,0,177,3.6085255631997843,False,True,True
2021障245,11.774375652463418,0,202,4.451639012545528,False,True,True
26障302,11.437119389245023,0,194,4.181842708754891,False,True,True
20障318,11.403779370006077,0,207,4.620261702414678,False,True,True
27障323,11.384726455184078,0,199,4.350465398624039,False,True,True
20障459,24.897180080945706,0,52,-0.6070416835289357,False,False,False
23障355,24.861335144843817,1,65,-0.1686226898691488,False,False,False
25障376,24.82279285718447,0,59,-0.3709699177121274,False,False,False
19障483,24.8164177393779,0,57,-0.43841899365978687,False,False,False
18障474,24.73451188886626,0,41,-0.9780116012410631,False,False,False
24障403,24.714629539952973,0,110,1.3489815189531904,False,False,False
2022障1,24.684561287426632,0,103,1.112909753136382,False,False,False
30障34,24.67687107258625,0,62,-0.26979630379063807,False,False,False
2019障357,24.580990810882255,0,62,-0.26979630379063807,False,False,False
23障378,24.5670318297796,0,43,-0.9105625252934035,False,False,False
2019障7,24.54824530659429,0,93,0.7756643733980845,False,False,False
22障429,24.53846592385667,0,92,0.7419398354242548,False,False,False
20障9,24.520794351784218,0,57,-0.43841899365978687,False,False,False
29障378,24.517649664694396,0,123,1.7874005126129773,False,False,False
17障419,24.50715243673116,0,79,0.30352084176446786,False,False,False
2023障291,24.506204025668406,1,120,1.6862268986914881,False,False,False
28障388,24.496018388245314,0,92,0.7419398354242548,False,False,False
